	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
31	-0.9999964	-0.9999903	0.9999948	-0.9999924	0.99999124	-0.9999954	0.9999963	-0.9999992	0.9999977	-0.99999654	-0.9999968	0.99999195	0.999988	-0.9999961	-0.99999344	0.9999718	-0.9999938	0.99999833	-0.99999	-0.999967	0.9999935	0.9999956	-0.9999684	-0.99999744	-0.9999941	-0.9999947	0.9999957	-0.9999952	0.9999968	0.9999988	-0.999998	0.9999832	-0.99999326	-0.99999315	-0.9999952	0.99999374	-0.99999803	-0.9999965	-0.9999965	-0.99999666	-0.9999352	0.999998	0.9999964	-0.99999744	-0.99999595	-0.9999982	-0.9999936	-0.9999931	0.9999958	-0.99999774
32	-0.9999923	-0.9999925	0.9999826	-0.9999959	0.99999076	-0.99999595	0.9999969	-0.99999917	0.9999749	-0.99999225	-0.9999982	0.99998415	0.9999972	-0.9999975	-0.9999892	0.9999861	-0.9999959	0.9999966	-0.99999857	-0.9999934	0.99999285	0.9999959	-0.9999877	-0.9999967	-0.999989	-0.99999654	0.99999255	-0.99998933	0.9999968	0.99999744	-0.9999982	0.99998766	-0.9999771	-0.999984	-0.99999225	0.9999987	-0.99999833	-0.9999985	-0.9999935	-0.9999929	-0.9999398	0.99999696	0.9999898	-0.99998766	-0.9999976	-0.9999963	-0.99999005	-0.9999917	0.9999933	-0.9999972
33	-0.9999658	-0.99998564	0.99998575	-0.99999434	0.99996185	-0.9999899	0.9999936	-0.99999166	0.9999859	-0.9999936	-0.99999106	0.99996537	0.99997747	-0.99999034	-0.99998546	0.99998844	-0.9999972	0.99997956	-0.9999862	-0.9999914	0.9999906	0.99998635	-0.9999531	-0.9999986	-0.99998754	-0.9999948	0.99999136	-0.99998647	0.9999795	0.99999714	-0.9999923	0.9999809	-0.99993575	-0.99998033	-0.9999709	0.9999922	-0.9999877	-0.99999475	-0.9999924	-0.9999971	-0.9999796	0.99999064	0.9999822	-0.99998957	-0.9999995	-0.9999904	-0.99998724	-0.99998516	0.9999775	-0.9999958
34	-0.9999957	-0.9999954	0.99998134	-0.99999624	0.9999806	-0.9999978	0.99997634	-0.9999982	0.99996656	-0.99998707	-0.9999977	0.99997073	0.9999916	-0.99998665	-0.9999908	0.9999826	-0.9999953	0.9999964	-0.99999803	-0.9999941	0.9999935	0.99999523	-0.99996513	-0.99999636	-0.99999326	-0.9999949	0.9999711	-0.9999927	0.9999958	0.9999971	-0.9999966	0.99999344	-0.9999372	-0.99997735	-0.9999823	0.999998	-0.99999815	-0.9999981	-0.9999861	-0.99998826	-0.9999509	0.9999971	0.99998534	-0.9999867	-0.9999884	-0.9999921	-0.99999547	-0.9999832	0.99999344	-0.9999956
35	-0.9998842	-0.999959	0.99992615	-0.9999441	0.99997777	-0.9999467	0.9998938	-0.9999686	0.99997777	-0.99997437	-0.9999679	0.9999589	0.9999141	-0.99989957	-0.99993104	0.99994254	-0.9999539	0.9999755	-0.99991184	-0.9999034	0.9999717	0.99994564	-0.9999628	-0.9999177	-0.99994016	-0.9997046	0.9999809	-0.9999179	0.9999678	0.9998941	-0.9999212	0.999964	-0.99996835	-0.9999341	-0.9999012	0.9998535	-0.999985	-0.9998919	-0.99991405	-0.9998981	-0.99993205	0.9999461	0.9999326	-0.9998598	-0.9999793	-0.99995905	-0.9999805	-0.9999006	0.9999367	-0.99995816
36	-0.9999734	-0.99992836	0.99992514	-0.99993134	0.99997747	-0.9998717	0.9999626	-0.9999881	0.99998593	-0.9999849	-0.9999819	0.99989676	0.9999299	-0.99988633	-0.9999884	0.99993694	-0.9999335	0.9999869	-0.9999323	-0.99997586	0.999985	0.99998236	-0.999982	-0.99991095	-0.99982685	-0.99996024	0.9998676	-0.99994767	0.9999399	0.99999076	-0.99997026	0.9999626	-0.9998292	-0.99998534	-0.9999406	0.9999388	-0.9999598	-0.99997735	-0.99997765	-0.99986434	-0.99965674	0.9999848	0.9999356	-0.99997115	-0.9999498	-0.99996716	-0.9999671	-0.99993885	0.9999907	-0.99998736
37	-0.9999873	-0.9999742	0.9999567	-0.99997956	0.9999769	-0.9999594	0.9999952	-0.9999916	0.9999875	-0.9999789	-0.9999877	0.99997336	0.99998266	-0.9999754	-0.9999901	0.9999232	-0.9999827	0.99999386	-0.9999749	-0.99998796	0.99998766	0.9999811	-0.99998724	-0.99998975	-0.99998575	-0.99996674	0.999968	-0.99998415	0.9999935	0.9999884	-0.99998504	0.9999862	-0.99996316	-0.9999845	-0.9999811	0.99999315	-0.9999956	-0.9999699	-0.99998695	-0.9999834	-0.9999444	0.99999624	0.9999647	-0.9999927	-0.9999877	-0.9999709	-0.9999658	-0.999868	0.9999683	-0.99999404
38	-0.9999789	-0.9999959	0.9999774	-0.99998605	0.99999505	-0.99999297	0.9999965	-0.9999983	0.9999927	-0.99998385	-0.99999607	0.9999745	0.9999849	-0.99999434	-0.999991	0.99996024	-0.9999914	0.9999974	-0.9999957	-0.99999315	0.99999666	0.9999947	-0.99999076	-0.99998665	-0.999996	-0.99999166	0.99999034	-0.9999891	0.99999183	0.9999978	-0.9999973	0.9999933	-0.999969	-0.9999875	-0.99997264	0.9999958	-0.9999982	-0.9999969	-0.9999938	-0.9999917	-0.9999844	0.9999978	0.9999955	-0.99999434	-0.99999595	-0.99999684	-0.99999297	-0.9999901	0.99998945	-0.9999943
39	-0.9999375	-0.99999166	0.9999856	-0.9999599	0.9999867	-0.999982	0.9999794	-0.9999876	0.9999833	-0.99999124	-0.99996746	0.99996316	0.9999561	-0.99997604	-0.99999	0.9999691	-0.9999694	0.9999713	-0.9999713	-0.99997765	0.99998033	0.99998814	-0.9999947	-0.9999713	-0.999937	-0.9999753	0.9999613	-0.99995655	0.99998313	0.99999344	-0.99998826	0.9999924	-0.9999735	-0.99994034	-0.9999396	0.9999959	-0.9999903	-0.99997014	-0.99998605	-0.99993205	-0.99997634	0.99997574	0.9999219	-0.9999792	-0.9999661	-0.9999916	-0.9999873	-0.99998397	0.99997467	-0.9999663
40	-0.99998736	-0.99998975	0.9999395	-0.99995327	0.9999894	-0.99994403	0.9999328	-0.9999967	0.99997425	-0.9999764	-0.99997807	0.9999348	0.9999682	-0.99997205	-0.99997693	0.99996406	-0.99993783	0.9999864	-0.9999868	-0.9999744	0.99996734	0.9999897	-0.99991906	-0.99999094	-0.9999632	-0.9999716	0.9999895	-0.9999218	0.99998695	0.99999326	-0.9999856	0.99996674	-0.999924	-0.99997973	-0.99996006	0.9999952	-0.99999326	-0.99995303	-0.99998677	-0.9999876	-0.99982476	0.99999505	0.9999924	-0.9999677	-0.9999872	-0.99999434	-0.9999886	-0.99998534	0.99998164	-0.99997604
